,Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Promos_Total,Age,Dependants,Has_minor,Partner,House_members,Income_per_members,Total_spent
1078,Postgraduate,27590.0,1,0,2 Meses,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,9196.666666666666,12
1079,Graduate,56775.0,0,1,3 Meses,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,28387.5,937
1080,Graduate,83829.0,0,0,3 Meses,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,3,Meia-idade,0,0,0,1,83829.0,1862
1081,Undergraduate,54210.0,0,1,1 Mes,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,27105.0,367
1082,Graduate,38508.0,1,0,> 3 Meses,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,19254.0,443
1083,Graduate,53187.0,1,0,3 Meses,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,17729.0,267
1084,Graduate,30023.0,1,0,1 Mes,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,15011.5,61
1085,Postgraduate,76045.0,0,0,3 Meses,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,1,Idosos,0,0,1,2,38022.5,1323
1086,Postgraduate,50870.0,0,1,1 Mes,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,25435.0,63
1087,Undergraduate,15315.0,0,0,1 Mes,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,0,Meia-idade,0,0,0,1,15315.0,64
1088,Undergraduate,65463.0,1,0,1 Mes,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,1,Meia-idade,1,1,0,2,32731.5,562
1089,Graduate,66480.0,1,1,3 Meses,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,22160.0,312
1090,Graduate,76773.0,0,0,3 Meses,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,0,Idosos,0,0,0,1,76773.0,1156
1091,Undergraduate,81698.0,0,0,1 Mes,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,1,Adultos,0,0,1,2,40849.0,1104
1092,Postgraduate,54466.0,1,1,3 Meses,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,13616.5,16
1093,Postgraduate,98777.0,0,0,1 Mes,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,1,Idosos,0,0,1,2,49388.5,2008
1094,Postgraduate,16269.0,1,0,3 Meses,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,5423.0,44
1095,Graduate,71819.0,0,1,3 Meses,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,2,Meia-idade,1,1,1,3,23939.666666666668,1574
1096,Postgraduate,33569.0,1,0,1 Mes,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,1,Adultos,1,1,0,2,16784.5,63
1097,Postgraduate,36262.0,0,0,1 Mes,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,1,Adultos,0,0,0,1,36262.0,426
1098,Undergraduate,22634.0,0,0,2 Meses,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,0,Meia-idade,0,0,1,2,11317.0,96
1099,Undergraduate,47025.0,0,1,> 3 Meses,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,23512.5,635
1100,Graduate,70566.0,0,1,1 Mes,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,23522.0,757
1101,Postgraduate,31605.0,1,0,1 Mes,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,15802.5,125
1102,Postgraduate,52034.0,1,1,3 Meses,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,17344.666666666668,332
1103,Graduate,48526.0,1,0,2 Meses,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,16175.333333333334,135
1104,Graduate,46734.0,0,1,2 Meses,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,23367.0,330
1105,Graduate,39552.0,1,1,2 Meses,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,0,Meia-idade,2,1,0,3,13184.0,384
1106,Graduate,86358.0,1,1,3 Meses,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,21589.5,1722
1107,Graduate,46931.0,2,1,> 3 Meses,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,0,Adultos,3,1,1,5,9386.2,78
1108,Undergraduate,16581.0,0,0,2 Meses,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,0,Adultos,0,0,1,2,8290.5,24
1109,Undergraduate,63998.0,0,0,2 Meses,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,0,Idosos,0,0,0,1,63998.0,1168
1110,Postgraduate,67381.0,0,1,3 Meses,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,1,Idosos,1,1,0,2,33690.5,957
1111,Graduate,25930.0,1,1,3 Meses,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,6482.5,15
1112,Graduate,42693.0,1,0,1 Mes,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,21346.5,57
1113,Graduate,85606.0,0,1,3 Meses,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,1,Adultos,1,1,1,3,28535.333333333332,1956
1114,Graduate,72903.0,0,0,3 Meses,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,3,Adultos,0,0,1,2,36451.5,2013
1115,Undergraduate,49669.0,1,0,> 3 Meses,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,16556.333333333332,326
1116,Postgraduate,36778.0,1,1,3 Meses,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,12259.333333333334,77
1117,Postgraduate,85696.0,0,0,3 Meses,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,0,Meia-idade,0,0,0,1,85696.0,1313
1118,Postgraduate,10979.0,0,0,2 Meses,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,0,Adultos,0,0,0,1,10979.0,30
1119,Graduate,49678.0,0,1,3 Meses,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,24839.0,315
1120,Postgraduate,56129.0,0,1,3 Meses,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,18709.666666666668,660
1121,Graduate,37155.0,1,0,2 Meses,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,18577.5,74
1122,Undergraduate,21282.0,1,0,3 Meses,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,10641.0,46
1123,Postgraduate,33419.0,0,1,3 Meses,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,11139.666666666666,86
1124,Graduate,63285.0,0,0,3 Meses,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,0,Idosos,0,0,0,1,63285.0,1103
1125,Postgraduate,21255.0,1,0,2 Meses,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,7085.0,61
1126,Graduate,42162.0,1,0,2 Meses,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,1,Adultos,1,1,1,3,14054.0,145
1127,Graduate,54450.0,1,1,1 Mes,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,0,Idosos,2,1,1,4,13612.5,684
1128,Postgraduate,57744.0,0,1,> 3 Meses,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,28872.0,411
1129,Graduate,26576.0,1,0,2 Meses,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,1,Adultos,1,1,1,3,8858.666666666666,27
1130,Postgraduate,57513.0,0,0,2 Meses,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,0,Idosos,0,0,0,1,57513.0,1060
1131,Graduate,68142.0,0,1,> 3 Meses,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,22714.0,1459
1132,Graduate,7500.0,0,1,3 Meses,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,3750.0,18
1133,Graduate,83145.0,0,0,1 Mes,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,1,Meia-idade,0,0,1,2,41572.5,1833
1134,Postgraduate,54197.0,0,1,1 Mes,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,27098.5,237
1135,Postgraduate,23091.0,1,1,> 3 Meses,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,5772.75,48
1136,Graduate,46049.0,1,1,1 Mes,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,0,Adultos,2,1,0,3,15349.666666666666,515
1137,Graduate,56715.0,0,0,2 Meses,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,0,Meia-idade,0,0,1,2,28357.5,1020
1138,Graduate,79410.0,0,0,1 Mes,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,0,Idosos,0,0,0,1,79410.0,1370
1139,Graduate,57304.0,0,1,3 Meses,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,28652.0,1026
1140,Graduate,44375.0,0,1,3 Meses,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,22187.5,301
1141,Graduate,54450.0,1,1,1 Mes,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,0,Idosos,2,1,1,4,13612.5,684
1142,Graduate,59594.0,0,1,3 Meses,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,1,Meia-idade,1,1,0,2,29797.0,499
1143,Graduate,80685.0,0,0,2 Meses,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,0,Adultos,0,0,1,2,40342.5,1004
1144,Postgraduate,40344.0,0,1,2 Meses,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,20172.0,218
1145,Graduate,62710.0,0,1,2 Meses,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,31355.0,606
1146,Undergraduate,48985.0,0,1,1 Mes,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,24492.5,75
1147,Graduate,35322.0,1,2,2 Meses,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,0,Meia-idade,3,1,1,5,7064.4,106
1148,Graduate,77142.0,0,0,2 Meses,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,0,Idosos,0,0,0,1,77142.0,990
1149,Graduate,81657.0,0,0,3 Meses,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,0,Meia-idade,0,0,1,2,40828.5,1097
1150,Undergraduate,14421.0,0,0,3 Meses,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,1,Adultos,0,0,0,1,14421.0,16
1151,Undergraduate,20130.0,0,0,> 3 Meses,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,0,Meia-idade,0,0,0,1,20130.0,34
1152,Postgraduate,74214.0,0,0,1 Mes,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,0,Adultos,0,0,0,1,74214.0,1711
1153,Postgraduate,66726.0,1,1,3 Meses,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,1,Idosos,2,1,0,3,22242.0,438
1154,Undergraduate,23724.0,1,0,3 Meses,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,7908.0,75
1155,Postgraduate,47353.0,0,1,> 3 Meses,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,23676.5,225
1156,Postgraduate,33444.0,1,1,1 Mes,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,0,Idosos,2,1,0,3,11148.0,18
1157,Graduate,54386.0,0,1,1 Mes,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,27193.0,470
1158,Graduate,28510.0,1,1,3 Meses,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,0,Adultos,2,1,0,3,9503.333333333334,91
1159,Postgraduate,90638.0,0,0,1 Mes,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,1,Adultos,0,0,1,2,45319.0,2525
1160,Graduate,48070.0,0,1,2 Meses,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,0,Idosos,1,1,1,3,16023.333333333334,504
1161,Graduate,43140.0,0,1,3 Meses,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,21570.0,235
1162,Postgraduate,54959.0,0,1,2 Meses,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,1,Idosos,1,1,0,2,27479.5,1232
1163,Undergraduate,15056.0,1,1,3 Meses,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,0,Idosos,2,1,1,4,3764.0,88
1164,Graduate,26954.0,1,0,1 Mes,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,8984.666666666666,17
1165,Graduate,22327.0,1,0,> 3 Meses,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,7442.333333333333,24
1166,Graduate,44393.0,1,1,3 Meses,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,14797.666666666666,60
1167,Postgraduate,62000.0,0,1,1 Mes,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,1,Idosos,1,1,1,3,20666.666666666668,1020
1168,Postgraduate,31497.0,0,1,1 Mes,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,10499.0,155
1169,Undergraduate,45894.0,0,2,1 Mes,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,15298.0,51
1170,Postgraduate,78579.0,0,0,2 Meses,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,0,Meia-idade,0,0,0,1,78579.0,1812
1171,Postgraduate,67369.0,0,1,3 Meses,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,2,Meia-idade,1,1,0,2,33684.5,1461
1172,Graduate,58401.0,0,1,2 Meses,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,29200.5,96
1173,Graduate,62307.0,0,1,> 3 Meses,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,20769.0,160
1174,Postgraduate,43641.0,1,1,2 Meses,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,14547.0,139
1175,Postgraduate,63841.0,0,1,3 Meses,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,31920.5,908
1176,Undergraduate,46891.0,0,1,> 3 Meses,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,23445.5,183
1177,Postgraduate,70091.0,1,0,1 Mes,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,1,Meia-idade,1,1,0,2,35045.5,1161
1178,Postgraduate,78075.0,0,0,3 Meses,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,0,Meia-idade,0,0,0,1,78075.0,988
1179,Undergraduate,59184.0,0,1,1 Mes,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,29592.0,1072
1180,Graduate,54809.0,1,1,1 Mes,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,0,Adultos,2,1,0,3,18269.666666666668,174
1181,Graduate,58113.0,0,1,3 Meses,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,0,Idosos,1,1,0,2,29056.5,758
1182,Postgraduate,51412.0,0,1,2 Meses,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,25706.0,195
1183,Graduate,15287.0,1,0,2 Meses,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,1,Adultos,1,1,0,2,7643.5,31
1184,Postgraduate,66636.0,0,0,3 Meses,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,33318.0,1084
1185,Postgraduate,50965.0,0,1,3 Meses,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,1,Idosos,1,1,0,2,25482.5,685
1186,Postgraduate,84618.0,0,0,> 3 Meses,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,1,Meia-idade,0,0,0,1,84618.0,1672
1187,Graduate,18351.0,0,0,1 Mes,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,0,Adultos,0,0,0,1,18351.0,43
1188,Postgraduate,40451.0,0,2,2 Meses,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,1,Idosos,2,1,1,4,10112.75,49
1189,Graduate,36317.0,0,1,2 Meses,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,12105.666666666666,133
1190,Graduate,42213.0,0,1,> 3 Meses,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,1,Idosos,1,1,1,3,14071.0,363
1191,Graduate,65748.0,0,1,2 Meses,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,0,Idosos,1,1,1,3,21916.0,545
1192,Graduate,77044.0,0,1,1 Mes,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,1,Meia-idade,1,1,1,3,25681.333333333332,1065
1193,Graduate,74918.0,0,0,3 Meses,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,1,Meia-idade,0,0,1,2,37459.0,2047
1194,Graduate,56721.0,1,1,3 Meses,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,18907.0,296
1195,Graduate,42160.0,1,1,1 Mes,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,0,Meia-idade,2,1,1,4,10540.0,140
1196,Graduate,61559.0,0,1,1 Mes,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,20519.666666666668,530
1197,Postgraduate,33629.0,1,1,2 Meses,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,8407.25,152
1198,Postgraduate,68682.0,0,0,2 Meses,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,0,Adultos,0,0,1,2,34341.0,1598
1199,Graduate,34377.0,0,1,2 Meses,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,11459.0,114
1200,Undergraduate,8940.0,1,0,1 Mes,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,2980.0,101
1201,Graduate,26228.0,1,0,2 Meses,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,13114.0,25
1202,Undergraduate,77297.0,0,0,3 Meses,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,1,Idosos,0,0,0,1,77297.0,789
1203,Graduate,40211.0,1,1,1 Mes,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,1,Adultos,2,1,0,3,13403.666666666666,87
1204,Postgraduate,33438.0,1,1,3 Meses,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,0,Idosos,2,1,0,3,11146.0,90
1205,Postgraduate,75032.0,0,1,3 Meses,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,0,Idosos,1,1,0,2,37516.0,1215
1206,Postgraduate,61284.0,0,0,3 Meses,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,1,Idosos,0,0,1,2,30642.0,811
1207,Graduate,22518.0,1,0,2 Meses,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,1,Adultos,1,1,0,2,11259.0,61
1208,Postgraduate,54730.0,0,1,3 Meses,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,27365.0,405
1209,Postgraduate,38452.0,1,1,3 Meses,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,0,Idosos,2,1,0,3,12817.333333333334,72
1210,Graduate,44421.0,1,1,2 Meses,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,0,Meia-idade,2,1,0,3,14807.0,189
1211,Postgraduate,38197.0,1,0,3 Meses,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,12732.333333333334,40
1212,Graduate,41986.0,0,1,1 Mes,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,20993.0,63
1213,Graduate,28427.0,1,0,3 Meses,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,9475.666666666666,52
1214,Postgraduate,37395.0,1,0,2 Meses,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,12465.0,39
1215,Graduate,64722.0,1,0,2 Meses,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,32361.0,805
1216,Postgraduate,55249.0,0,1,3 Meses,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,0,Idosos,1,1,1,3,18416.333333333332,130
1217,Graduate,84906.0,0,0,> 3 Meses,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,3,Meia-idade,0,0,1,2,42453.0,1631
1218,Graduate,28691.0,1,0,2 Meses,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,0,Adultos,1,1,0,2,14345.5,34
1219,Graduate,44213.0,1,1,2 Meses,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,0,Idosos,2,1,1,4,11053.25,152
1220,Undergraduate,25707.0,1,0,1 Mes,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,8569.0,21
1221,Postgraduate,59062.0,2,1,3 Meses,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,0,Meia-idade,3,1,0,4,14765.5,71
1222,Graduate,76624.0,0,1,3 Meses,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,1,Meia-idade,1,1,1,3,25541.333333333332,899
1223,Postgraduate,66000.0,0,0,2 Meses,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,0,Idosos,0,0,1,2,33000.0,711
1224,Postgraduate,27683.0,1,0,3 Meses,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,9227.666666666666,351
1225,Graduate,1730.0,0,0,3 Meses,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,0,Meia-idade,0,0,0,1,1730.0,8
1226,Undergraduate,7500.0,1,0,3 Meses,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,0,Adultos,1,1,1,3,2500.0,119
1227,Graduate,40521.0,1,1,3 Meses,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,0,Meia-idade,2,1,1,4,10130.25,21
1228,Postgraduate,20427.0,1,0,3 Meses,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,0,Meia-idade,1,1,1,3,6809.0,10
1229,Graduate,65106.0,0,1,2 Meses,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,1,Meia-idade,1,1,0,2,32553.0,973
1230,Postgraduate,69969.0,0,0,3 Meses,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,2,Meia-idade,0,0,0,1,69969.0,1536
1231,Graduate,67433.0,0,2,2 Meses,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,1,Idosos,2,1,0,3,22477.666666666668,992
1232,Postgraduate,77766.0,0,1,> 3 Meses,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,1,Meia-idade,1,1,0,2,38883.0,1529
1233,Graduate,74716.0,0,1,> 3 Meses,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,37358.0,860
1234,Graduate,68118.0,0,1,2 Meses,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,34059.0,928
1235,Postgraduate,55158.0,1,1,3 Meses,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,0,Meia-idade,2,1,0,3,18386.0,418
1236,Undergraduate,62972.0,0,1,2 Meses,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,0,Idosos,1,1,0,2,31486.0,587
1237,Graduate,74190.0,0,1,2 Meses,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,0,Meia-idade,1,1,0,2,37095.0,641
1238,Graduate,39356.0,1,1,1 Mes,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,1,Adultos,2,1,0,3,13118.666666666666,23
1239,Graduate,76653.0,0,0,> 3 Meses,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,2,Meia-idade,0,0,1,2,38326.5,2279
1240,Postgraduate,35860.0,1,1,2 Meses,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,1,Meia-idade,2,1,0,3,11953.333333333334,49
1241,Postgraduate,90687.0,0,0,> 3 Meses,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,1,Adultos,0,0,0,1,90687.0,1779
